sample ID (based on genealogy)	profile	platform	PlatformCombo	Sanger ID		IRCC_full	Sample_PD_ID
CRC0127LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26026a		CRC0536LMX	PD26099a2
CRC0127LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26026a		CRC0471LMX	PD26100a2
CRC0127LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26026a		CRC0479LMX	PD26101a2
CRC0127LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26026a		CRC0551LMX	PD26102a2
CRC0128LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0451LMX	PD26103a2
CRC0128LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26014a		CRC0502LMX	PD26104a2
CRC0128LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26014a		CRC0467LMX	PD26105a2
CRC0129LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0072LMH	PD26106a
CRC0129LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25970a		CRC0072LMX	PD26106c
CRC0129LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25970a		CRC0121LMX	PD26107a2
CRC0129LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25970a		CRC0068LMX	PD26108a
CRC0129LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25970a		CRC0529LMH	PD26109a
CRC0129LMX0A02204TUMD07000	GCN	TargetedNGS	TargetedNGS_GCN	PD25970a		CRC0529LMX	PD26109c2
CRC0129LMX0A02204TUMD07000	MUT	TargetedNGS	TargetedNGS_MUT	PD25970a		CRC0488LMX	PD26110a2
CRC0130LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0322LMX	PD26111a2
CRC0130LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25990c2		CRC0323LMX	PD26112a
CRC0130LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25990c2		CRC0576LMX	PD26113a2
CRC0130LMX0A02202TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25990c2		CRC0570LMX	PD26114a2
CRC0130LMX0A02202TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25990c2		CRC0624LMX	PD26115a2
CRC0131LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0480LMX	PD26116a2
CRC0131LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25980a2		CRC0593LMX	PD26117a2
CRC0131LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25980a2		CRC0627LMX	PD26118a2
CRC0131LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25980a2		CRC0591LMX	PD26119a2
CRC0131LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25980a2		CRC0526LMX	PD26120a2
CRC0131LMX0A02201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25980a2		CRC0493LMH	PD26121a
CRC0131LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25980a2		CRC0493LMX	PD26121c2
CRC0131LMX0A02201TUMR04D01	MUT	SangerSequencing	SangerSequencing_MUT	PD25980a2		CRC0540LMX	PD26122c2
CRC0131LMX0A02204TUMR04D01	MUT	SangerSequencing	SangerSequencing_MUT	PD25980a2		CRC0454LMH	PD26123a
CRC0132LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A		CRC0454LMX	PD26123c2
CRC0133LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0619LMX	PD26124a2
CRC0133LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26009a		CRC0458LMX	PD26125c2
CRC0133LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26009a		CRC0604LMX	PD26126a2
CRC0133LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26009a		CRC0602LMX	PD26127a2
CRC0133LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26009a		CRC0556LMX	PD26128a2
CRC0133LMX0A02201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD26009a		CRC0082LMX	PD26129a
CRC0133LMX0A02201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26009a		CRC0054LMH	PD26130a
CRC0134LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0054LMX	PD26130c
CRC0134LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26017a		CRC0138LMX	PD26131a2
CRC0134LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26017a		CRC0053LMX	PD26132a
CRC0134LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26017a		CRC0053PRX	PD26132d
CRC0134LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26017a		CRC0143LMX	PD26133a
CRC0135LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0144LMX	PD26133c
CRC0135LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26014c		CRC0065LMX	PD26134a
CRC0135LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26014c		CRC0065PRX	PD26134c
CRC0135LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26014c		CRC0055LMX	PD26135a
CRC0135LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26014c		CRC0099LMH	PD26136a
CRC0136LMX0B01201TUMD01000	GCN	WES	WES_GCN	PD26023a		CRC0099LMX	PD26136c
CRC0136LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD26023a		CRC0050LMX	PD26137a
CRC0136LMX0B02201TUMD07000	GCN	TargetedNGS	TargetedNGS_GCN	PD26023a		CRC0050PRX	PD26137c
CRC0136LMX0B02201TUMD07000	MUT	TargetedNGS	TargetedNGS_MUT	PD26023a		CRC0196LMX	PD26138a
CRC0137LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0070LMX	PD26139a
CRC0137LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26022a		CRC0147LMX	PD26140a
CRC0137LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26022a		CRC0116LMX	PD26141a
CRC0137LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26022a		CRC0607LMX	PD26142a2
CRC0137LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26022a		CRC0094LMX	PD26143a2
CRC0137LMX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26022a		CRC0094PRX	PD26143c2
CRC0137LMX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26022a		CRC0420LMX	PD26144a2
CRC0138LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0100LMX	PD26145a
CRC0138LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26131a2		CRC0081LMH	PD26146a
CRC0138LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26131a2		CRC0081LMX	PD26146c2
CRC0138LMX0A02201TUMD07000	MUT	TargetedNGS	TargetedNGS_MUT	PD26131a2		CRC0097LMX	PD26147a2
CRC0139LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0151LMX	PD26148a
CRC0139LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26002a		CRC0101LMX	PD26149a
CRC0139LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26002a		CRC0079LMH	PD26150a
CRC0139LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26002a		CRC0079LMX	PD26150c
CRC0139LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26002a		CRC0051LMX	PD26151a
CRC0140LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0440LMX	PD26152a
CRC0140LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25877a2		CRC0440PRX	PD26152c
CRC0140LMX0A02201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25877a2		CRC0441LMX	PD26153a
CRC0140LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25877a2		CRC0071LMX	PD26154a
CRC0141LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0071PRX	PD26154c
CRC0141LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25971a		CRC0348LMX	PD26155a
CRC0141LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25971a		CRC0277LMX	PD26156a2
CRC0141LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD25971a		CRC0349LMX	PD26157a
CRC0141LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD25971a		CRC0297LMX	PD26158a
CRC0142LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A		CRC0415LMX	PD26159a
CRC0143LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0431LMH	PD26160a
CRC0143LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26133a		CRC0431LMX	PD26160c
CRC0143LMX0B01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26133a		CRC0403LMX	PD26161a
CRC0143LMX0B02201TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26133a		CRC0404LMX	PD26162a
CRC0144LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0406LMX	PD26163a
CRC0144LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26133c		CRC0426LMX	PD26164a
CRC0144LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26133c		CRC0714PRX	PD26165a
CRC0144LMX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26133c		CRC0355LMX	PD26166a
CRC0145LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0354LMX	PD26167a
CRC0145LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25895a		CRC0276LMX	PD26168a
CRC0145LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25895a		CRC1325PRX	PD26948a
CRC0145LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25895a		CRC1165PRX	PD26949a
CRC0145LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25895a		CRC1252PRX	PD26950a
CRC0145LMX0A02204TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25895a		CRC1200PRX	PD26951a
CRC0145LMX0A02204TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25895a		CRC1273PRX	PD26952a
CRC0146LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC1280PRX	PD26953a
CRC0146LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26029a		CRC1263PRX	PD26954a
CRC0146LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26029a		CRC1275PRX	PD26955a
CRC0146LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26029a		CRC1266PRX	PD26956a
CRC0146LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26029a		CRC1279PRX	PD26957a
CRC0146LMX0A02204TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD26029a		CRC1317PRX	PD26958a
CRC0146LMX0A02204TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26029a		CRC1288PRX	PD26959a
CRC0147LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC1285PRX	PD26960a
CRC0147LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26140a		CRC1331LMX	PD26961a
CRC0147LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26140a		CRC1319PRX	PD26962a
CRC0147LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26140a		CRC1315PRX	PD26963a
CRC0147LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26140a		CRC1304PRX	PD26964a
CRC0147LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26140a		CRC1309PRX	PD26965a
CRC0148LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC1357PRX	PD26966a
CRC0148LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26003a		CRC1343PRX	PD26967a
CRC0148LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26003a		CRC1337LMX	PD26968a
CRC0148LMX0A02201TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26003a		CRC1340PRX	PD26969a
CRC0148LMX0A02201TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26003a		CRC1355LMX	PD26970a
CRC0149LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC1306LMX	PD26971a
CRC0149LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25972a		CRC1321LMX	PD26973a
CRC0149LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25972a		CRC1326LMX	PD26974a
CRC0149LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD25972a		CRC1318LMX	PD26975a
CRC0149LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD25972a		CRC1314LMX	PD26977a
CRC0150LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26007a		CRC1313LMH	PD26978a
CRC0150LMH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD26007a		CRC1313LMX	PD26978c
CRC0150LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26007a		CRC1369LMX	PD26979a
CRC0150LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26007c		CRC1272LMX	PD26980a
CRC0150LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26007c		CRC1277LMX	PD26981a
CRC0150LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26007c		CRC1278LMX	PD26982a
CRC0150LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26007c		CRC1281LMX	PD26983a
CRC0150LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26007c		CRC1353LMX	PD26984a
CRC0151LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26148a		CRC1342LMX	PD26985a
CRC0151LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26148a		CRC1344LMX	PD26986a
CRC0151LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26148a		CRC1359LMX	PD26987a
CRC0151LMX0B02204TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26148a			
CRC0152LMX0B01201TUMD02000	GCN	WES	WES_GCN	PD26030a			
CRC0152LMX0B01201TUMD02000	MUT	WES	WES_MUT	PD26030a			
CRC0152LMX0B02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26030a			
CRC0152LMX0B02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26030a			
CRC0153LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25994a			
CRC0153LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25994a			
CRC0153LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25994a			
CRC0153LMX0A02201TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD25994a			
CRC0153LMX0A02201TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD25994a			
CRC0154LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0154LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26001a			
CRC0154LMX0A02201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD26001a			
CRC0154LMX0A02201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26001a			
CRC0155LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0155LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25997a			
CRC0155LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25997a			
CRC0155LMX0A02202TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25997a			
CRC0155LMX0A02202TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25997a			
CRC0156LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0156LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25985a			
CRC0156LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD25985a			
CRC0156LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD25985a			
CRC0157LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD25977a			
CRC0157LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD25977a			
CRC0158LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0158LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25826a2			
CRC0158LMX0A02203TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25826a2			
CRC0158LMX0A02203TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25826a2			
CRC0159LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0159LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25982a			
CRC0159LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25982a			
CRC0159LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25982a			
CRC0159LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25982a			
CRC0159LMX0A02201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25982a			
CRC0159LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25982a			
CRC0160LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0160LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26004a			
CRC0160LMX0B01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD26004a			
CRC0160LMX0B01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26004a			
CRC0161LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0161LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26011a2			
CRC0161LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26011a2			
CRC0161LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26011a2			
CRC0161LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26011a2			
CRC0161LMX0A02202TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26011a2			
CRC0161LMX0A02202TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26011a2			
CRC0162LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25981a			
CRC0162LMH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25981a			
CRC0162LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25981a			
CRC0162LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25981c			
CRC0162LMX0B02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25981c			
CRC0162LMX0B02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25981c			
CRC0163LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0163LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26010a			
CRC0163LMX0B01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD26010a			
CRC0163LMX0B01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26010a			
CRC0164LMX0B02201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25827a2			
CRC0164LMX0B02201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25827a2			
CRC0164LMX0B02201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25827a2			
CRC0164LMX0B02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25827a2			
CRC0165LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25999a			
CRC0165LMH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25999a			
CRC0165LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25999a			
CRC0165LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25999c2			
CRC0165LMX0B02203TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25999c2			
CRC0165LMX0B02203TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25999c2			
CRC0166LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25838a			
CRC0166LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25838a			
CRC0166LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25838a			
CRC0166LMX0B02203TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25838a			
CRC0166LMX0B02203TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25838a			
CRC0167LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0167LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26013a			
CRC0167LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26013a			
CRC0167LMX0B02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD26013a			
CRC0167LMX0B02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26013a			
CRC0168LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0168LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25899a			
CRC0168LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25899a			
CRC0168LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25899a			
CRC0169LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25888a			
CRC0169LMH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25888a			
CRC0169LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25888a			
CRC0169LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25888c			
CRC0169LMX0B02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25888c			
CRC0169LMX0B02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25888c			
CRC0170LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0170LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25885a			
CRC0170LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25885a			
CRC0170LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25885a			
CRC0171LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26008a			
CRC0171LMX0B01201TUMD01000	GCN	WES	WES_GCN	PD26008a			
CRC0171LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD26008a			
CRC0171LMX0B02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD26008a			
CRC0171LMX0B02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26008a			
CRC0173LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0173LMX0B01201TUMD03000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A			
CRC0174LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0174LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25986a			
CRC0174LMX0A01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25986a			
CRC0174LMX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25986a			
CRC0175LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0175LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25976a			
CRC0175LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25976a			
CRC0175LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25976a			
CRC0176LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25973a			
CRC0176LMX0A01201TUMD03000	GCN	RealTimePCR	RealTimePCR_GCN	PD25973a			
CRC0176LMX0A01201TUMD03000	MUT	WES	WES_MUT	PD25973a			
CRC0176LMX0A02201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25973a			
CRC0176LMX0A02201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25973a			
CRC0177LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26028a			
CRC0177LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26028a			
CRC0177LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26028a			
CRC0177LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD26028a			
CRC0177LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26028a			
CRC0178LMX0A01202TUMD04000	GCN	WES	WES_GCN	PD25998a2			
CRC0178LMX0A01202TUMD04000	MUT	WES	WES_MUT	PD25998a2			
CRC0178LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25998a2			
CRC0178LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25998a2			
CRC0179LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0179LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25878a			
CRC0179LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25878a			
CRC0179LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25878a			
CRC0179LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25878a			
CRC0179LMX0B02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25878a			
CRC0179LMX0B02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25878a			
CRC0180LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25898a			
